date,address,packet_loss
2020-06-28T22:48:58Z,198.153.192.1,0.000000
2020-06-28T22:49:28Z,198.153.194.1,0.000000
2020-06-28T22:49:58Z,1.0.0.1,0.000000
2020-06-28T22:50:28Z,64.6.64.6,0.000000
2020-06-28T22:50:58Z,208.67.222.222,0.000000
2020-06-28T22:51:28Z,37.235.1.174,0.000000
2020-06-28T22:51:58Z,8.8.8.8,0.000000
2020-06-28T22:52:28Z,1.1.1.1,0.000000
2020-06-28T22:52:58Z,37.235.1.174,0.000000
2020-06-28T22:53:28Z,37.235.1.177,0.000000
2020-06-28T22:53:58Z,209.244.0.3,0.000000
2020-06-28T22:54:28Z,37.235.1.174,0.000000
2020-06-28T22:54:58Z,64.6.64.6,0.000000
2020-06-28T22:55:28Z,209.244.0.4,0.000000
2020-06-28T22:55:58Z,209.244.0.3,0.000000
2020-06-28T22:56:28Z,1.0.0.1,0.000000
2020-06-28T22:56:58Z,198.153.194.1,0.000000
2020-06-28T22:57:28Z,8.8.8.8,0.000000
2020-06-28T22:57:58Z,209.244.0.3,0.000000
2020-06-28T22:58:28Z,37.235.1.177,0.000000
2020-06-28T22:58:58Z,64.6.65.6,0.000000
2020-06-28T22:59:28Z,208.67.220.220,0.000000
2020-06-28T22:59:58Z,198.153.194.1,0.000000
2020-06-28T23:00:28Z,1.1.1.1,0.000000
2020-06-28T23:00:58Z,64.6.65.6,0.000000
2020-06-28T23:01:28Z,198.153.192.1,0.000000
2020-06-28T23:01:58Z,208.67.220.220,0.000000
2020-06-28T23:02:28Z,208.67.220.220,0.000000
2020-06-28T23:02:58Z,209.244.0.3,0.000000
2020-06-28T23:03:28Z,64.6.64.6,0.000000
2020-06-28T23:03:58Z,64.6.65.6,0.000000
2020-06-28T23:04:28Z,209.244.0.3,0.000000
2020-06-28T23:04:58Z,64.6.64.6,0.000000
2020-06-28T23:05:28Z,8.8.8.8,0.000000
2020-06-28T23:05:58Z,1.0.0.1,0.000000
2020-06-28T23:06:28Z,1.0.0.1,0.000000
2020-06-28T23:06:58Z,8.8.8.8,0.000000
2020-06-28T23:07:28Z,8.8.4.4,0.000000
2020-06-28T23:07:58Z,37.235.1.174,0.000000
2020-06-28T23:08:28Z,209.244.0.3,0.000000
2020-06-28T23:08:58Z,1.0.0.1,0.000000
2020-06-28T23:09:28Z,209.244.0.3,0.000000
2020-06-28T23:09:58Z,8.8.4.4,0.000000
2020-06-28T23:10:28Z,1.1.1.1,0.000000
2020-06-28T23:10:58Z,37.235.1.174,0.000000
2020-06-28T23:11:28Z,37.235.1.174,0.000000
2020-06-28T23:11:58Z,64.6.64.6,0.000000
2020-06-28T23:12:28Z,64.6.65.6,0.000000
2020-06-28T23:12:58Z,37.235.1.174,0.000000
2020-06-28T23:13:28Z,1.0.0.1,0.000000
2020-06-28T23:13:58Z,1.0.0.1,0.000000
2020-06-28T23:14:28Z,8.8.4.4,0.000000
2020-06-28T23:14:58Z,64.6.64.6,0.000000
2020-06-28T23:15:28Z,209.244.0.3,0.000000
2020-06-28T23:15:58Z,209.244.0.3,0.000000
2020-06-28T23:16:28Z,8.8.4.4,0.000000
2020-06-28T23:16:58Z,64.6.64.6,0.000000
2020-06-28T23:17:28Z,8.8.8.8,0.000000
2020-06-28T23:17:58Z,1.1.1.1,0.000000
2020-06-28T23:18:28Z,1.0.0.1,0.000000
2020-06-28T23:18:58Z,1.0.0.1,0.000000
2020-06-28T23:19:28Z,8.8.8.8,0.000000
2020-06-28T23:19:58Z,1.1.1.1,0.000000
2020-06-28T23:20:28Z,64.6.65.6,0.000000
2020-06-28T23:20:58Z,64.6.65.6,0.000000
2020-06-28T23:21:28Z,64.6.64.6,0.000000
2020-06-28T23:21:58Z,198.153.192.1,0.000000
2020-06-28T23:22:28Z,37.235.1.177,0.000000
2020-06-28T23:22:58Z,37.235.1.177,0.000000
2020-06-28T23:23:28Z,37.235.1.174,0.000000
2020-06-28T23:23:58Z,208.67.220.220,0.000000
2020-06-28T23:24:28Z,64.6.64.6,0.000000
2020-06-28T23:24:58Z,208.67.222.222,0.000000
2020-06-28T23:25:28Z,64.6.65.6,0.000000
2020-06-28T23:25:58Z,208.67.222.222,0.000000
2020-06-28T23:26:28Z,209.244.0.4,0.000000
2020-06-28T23:26:58Z,64.6.65.6,0.000000
2020-06-28T23:27:28Z,208.67.220.220,0.000000
2020-06-28T23:27:58Z,37.235.1.177,0.000000
2020-06-28T23:28:28Z,209.244.0.4,0.000000
2020-06-28T23:28:58Z,208.67.222.222,0.000000
2020-06-28T23:29:28Z,198.153.194.1,0.000000
2020-06-28T23:29:58Z,209.244.0.4,0.000000
2020-06-28T23:30:28Z,208.67.220.220,0.000000
2020-06-28T23:30:58Z,8.8.8.8,0.000000
2020-06-28T23:31:28Z,209.244.0.4,0.000000
2020-06-28T23:31:58Z,198.153.192.1,0.000000
2020-06-28T23:32:28Z,37.235.1.174,0.000000
2020-06-28T23:32:58Z,208.67.220.220,0.000000
2020-06-28T23:33:28Z,208.67.222.222,0.000000
2020-06-28T23:33:58Z,209.244.0.4,0.000000
2020-06-28T23:34:28Z,37.235.1.177,0.000000
2020-06-28T23:34:58Z,208.67.220.220,0.000000
2020-06-28T23:35:28Z,37.235.1.174,0.000000
2020-06-28T23:35:58Z,8.8.8.8,0.000000
2020-06-28T23:36:28Z,8.8.4.4,0.000000
2020-06-28T23:36:58Z,209.244.0.4,0.000000
2020-06-28T23:37:28Z,1.0.0.1,0.000000
2020-06-28T23:37:58Z,209.244.0.4,0.000000
2020-06-28T23:38:28Z,37.235.1.177,0.000000
2020-06-28T23:38:58Z,208.67.220.220,0.000000
2020-06-28T23:39:28Z,8.8.8.8,0.000000
2020-06-28T23:39:58Z,1.0.0.1,0.000000
2020-06-28T23:40:28Z,208.67.220.220,0.000000
2020-06-28T23:40:58Z,198.153.194.1,0.000000
2020-06-28T23:41:28Z,37.235.1.177,0.000000
2020-06-28T23:41:58Z,8.8.4.4,0.000000
2020-06-28T23:42:28Z,208.67.222.222,0.000000
2020-06-28T23:42:58Z,37.235.1.174,0.000000
2020-06-28T23:43:28Z,209.244.0.4,0.000000
2020-06-28T23:43:58Z,64.6.65.6,0.000000
2020-06-28T23:44:28Z,8.8.8.8,0.000000
2020-06-28T23:44:58Z,198.153.194.1,0.000000
2020-06-28T23:45:28Z,198.153.194.1,0.000000
2020-06-28T23:45:58Z,198.153.194.1,0.000000
2020-06-28T23:46:28Z,1.1.1.1,0.000000
2020-06-28T23:46:58Z,208.67.222.222,0.000000
2020-06-28T23:47:28Z,208.67.220.220,0.000000
2020-06-28T23:47:58Z,8.8.4.4,0.000000
2020-06-28T23:48:28Z,8.8.4.4,0.000000
2020-06-28T23:48:58Z,209.244.0.3,0.000000
2020-06-28T23:49:28Z,8.8.4.4,0.000000
2020-06-28T23:49:58Z,198.153.192.1,0.000000
2020-06-28T23:50:28Z,8.8.4.4,0.000000
2020-06-28T23:50:58Z,8.8.8.8,0.000000
2020-06-28T23:51:28Z,208.67.222.222,0.000000
2020-06-28T23:51:58Z,208.67.222.222,0.000000
2020-06-28T23:52:28Z,37.235.1.177,0.000000
2020-06-28T23:52:58Z,198.153.192.1,0.000000
2020-06-28T23:53:28Z,1.0.0.1,0.000000
2020-06-28T23:53:58Z,198.153.192.1,0.000000
2020-06-28T23:54:28Z,64.6.64.6,0.000000
2020-06-28T23:54:58Z,198.153.194.1,0.000000
2020-06-28T23:55:28Z,208.67.222.222,0.000000
2020-06-28T23:55:58Z,198.153.194.1,0.000000
2020-06-28T23:56:28Z,1.1.1.1,0.000000
2020-06-28T23:56:58Z,198.153.194.1,0.000000
2020-06-28T23:57:28Z,37.235.1.177,0.000000
2020-06-28T23:57:58Z,209.244.0.3,0.000000
2020-06-28T23:58:28Z,209.244.0.3,0.000000
2020-06-28T23:58:58Z,1.1.1.1,0.000000
2020-06-28T23:59:28Z,8.8.4.4,0.000000
2020-06-28T23:59:58Z,198.153.194.1,0.000000
2020-06-29T00:00:28Z,208.67.222.222,0.000000
2020-06-29T00:00:58Z,1.1.1.1,0.000000
2020-06-29T00:01:28Z,37.235.1.177,0.000000
2020-06-29T00:01:58Z,8.8.8.8,0.000000
2020-06-29T00:02:28Z,37.235.1.174,0.000000
2020-06-29T00:02:58Z,1.1.1.1,0.000000
2020-06-29T00:03:28Z,8.8.4.4,0.000000
2020-06-29T00:03:58Z,209.244.0.3,0.000000
2020-06-29T00:04:28Z,1.0.0.1,0.000000
2020-06-29T00:04:58Z,198.153.192.1,0.000000
2020-06-29T00:05:28Z,208.67.222.222,0.000000
2020-06-29T00:05:58Z,37.235.1.177,0.000000
2020-06-29T00:06:28Z,209.244.0.4,0.000000
2020-06-29T00:06:58Z,37.235.1.177,0.000000
2020-06-29T00:07:28Z,64.6.64.6,0.000000
2020-06-29T00:07:58Z,209.244.0.3,0.000000
2020-06-29T00:08:28Z,37.235.1.177,0.000000
2020-06-29T00:08:58Z,1.0.0.1,0.000000
2020-06-29T00:09:28Z,209.244.0.4,0.000000
2020-06-29T00:09:58Z,8.8.8.8,0.000000
2020-06-29T00:10:28Z,208.67.222.222,0.000000
2020-06-29T00:10:58Z,198.153.194.1,0.000000
2020-06-29T00:11:28Z,64.6.64.6,0.000000
2020-06-29T00:11:58Z,1.0.0.1,0.000000
2020-06-29T00:12:28Z,8.8.4.4,0.000000
2020-06-29T00:12:58Z,37.235.1.177,0.000000
2020-06-29T00:13:28Z,64.6.64.6,0.000000
2020-06-29T00:13:58Z,198.153.194.1,0.000000
2020-06-29T00:14:28Z,209.244.0.4,0.000000
2020-06-29T00:14:58Z,8.8.8.8,0.000000
2020-06-29T00:15:28Z,209.244.0.4,0.000000
2020-06-29T00:15:58Z,8.8.4.4,0.000000
2020-06-29T00:16:28Z,209.244.0.3,0.000000
2020-06-29T00:16:58Z,8.8.8.8,0.000000
2020-06-29T00:17:28Z,64.6.65.6,0.000000
2020-06-29T00:17:58Z,198.153.192.1,0.000000
2020-06-29T00:18:28Z,209.244.0.3,0.000000
2020-06-29T00:18:58Z,8.8.8.8,0.000000
2020-06-29T00:19:28Z,8.8.8.8,0.000000
2020-06-29T00:19:58Z,208.67.222.222,0.000000
2020-06-29T00:20:28Z,1.1.1.1,0.000000
2020-06-29T00:20:58Z,8.8.8.8,0.000000
2020-06-29T00:21:28Z,37.235.1.174,0.000000
2020-06-29T00:21:58Z,198.153.192.1,0.000000
2020-06-29T00:22:28Z,209.244.0.3,0.000000
2020-06-29T00:22:58Z,64.6.65.6,0.000000
2020-06-29T00:23:28Z,8.8.4.4,0.000000
2020-06-29T00:23:58Z,37.235.1.177,0.000000
2020-06-29T00:24:28Z,64.6.65.6,0.000000
2020-06-29T00:24:58Z,1.0.0.1,0.000000
2020-06-29T00:25:28Z,208.67.220.220,0.000000
2020-06-29T00:25:58Z,37.235.1.177,0.000000
2020-06-29T00:26:28Z,64.6.65.6,0.000000
2020-06-29T00:26:58Z,198.153.192.1,0.000000
2020-06-29T00:27:28Z,37.235.1.177,0.000000
2020-06-29T00:27:58Z,8.8.4.4,0.000000
2020-06-29T00:28:28Z,37.235.1.174,0.000000
2020-06-29T00:28:58Z,198.153.194.1,0.000000
2020-06-29T00:29:28Z,37.235.1.174,0.000000
2020-06-29T00:29:58Z,1.0.0.1,0.000000
2020-06-29T00:30:28Z,208.67.220.220,0.000000
2020-06-29T00:30:58Z,198.153.194.1,0.000000
2020-06-29T00:31:28Z,37.235.1.174,0.000000
2020-06-29T00:31:58Z,64.6.65.6,0.000000
2020-06-29T00:32:28Z,1.0.0.1,0.000000
2020-06-29T00:32:58Z,64.6.65.6,0.000000
2020-06-29T00:33:28Z,198.153.194.1,0.000000
2020-06-29T00:33:58Z,64.6.64.6,0.000000
2020-06-29T00:34:28Z,209.244.0.3,0.000000
2020-06-29T00:34:58Z,198.153.192.1,0.000000
2020-06-29T00:35:28Z,1.0.0.1,0.000000
2020-06-29T00:35:58Z,1.1.1.1,0.000000
2020-06-29T00:36:28Z,8.8.4.4,0.000000
2020-06-29T00:36:58Z,37.235.1.177,0.000000
2020-06-29T00:37:28Z,209.244.0.4,0.000000
2020-06-29T00:37:58Z,1.1.1.1,0.000000
2020-06-29T00:38:28Z,8.8.8.8,0.000000
2020-06-29T00:38:58Z,209.244.0.4,0.000000
2020-06-29T00:39:28Z,1.0.0.1,0.000000
2020-06-29T00:39:58Z,198.153.194.1,0.000000
2020-06-29T00:40:28Z,64.6.65.6,0.000000
2020-06-29T00:40:58Z,198.153.194.1,0.000000
2020-06-29T00:41:28Z,1.0.0.1,0.000000
2020-06-29T00:41:58Z,198.153.194.1,0.000000
2020-06-29T00:42:28Z,208.67.220.220,0.000000
2020-06-29T00:42:58Z,8.8.4.4,0.000000
2020-06-29T00:43:28Z,1.0.0.1,0.000000
2020-06-29T00:43:58Z,64.6.64.6,0.000000
2020-06-29T00:44:28Z,1.0.0.1,0.000000
2020-06-29T00:44:58Z,64.6.65.6,0.000000
2020-06-29T00:45:28Z,208.67.220.220,0.000000
2020-06-29T00:45:58Z,37.235.1.174,0.000000
2020-06-29T00:46:28Z,208.67.220.220,0.000000
2020-06-29T00:46:58Z,8.8.4.4,0.000000
2020-06-29T00:47:28Z,37.235.1.177,0.000000
2020-06-29T00:47:58Z,1.1.1.1,0.000000
2020-06-29T00:48:28Z,208.67.222.222,0.000000
2020-06-29T00:48:58Z,8.8.8.8,0.000000
2020-06-29T00:49:28Z,64.6.65.6,0.000000
2020-06-29T00:49:58Z,64.6.65.6,0.000000
2020-06-29T00:50:28Z,209.244.0.3,0.000000
2020-06-29T00:50:58Z,1.1.1.1,0.000000
2020-06-29T00:51:28Z,1.1.1.1,0.000000
2020-06-29T00:51:58Z,1.0.0.1,0.000000
2020-06-29T00:52:28Z,37.235.1.177,0.000000
2020-06-29T00:52:58Z,209.244.0.3,0.000000
2020-06-29T00:53:28Z,64.6.64.6,0.000000
2020-06-29T00:53:58Z,208.67.220.220,0.000000
2020-06-29T00:54:28Z,1.1.1.1,0.000000
2020-06-29T00:54:58Z,37.235.1.177,0.000000
2020-06-29T00:55:28Z,8.8.8.8,0.000000
2020-06-29T00:55:58Z,8.8.8.8,0.000000
2020-06-29T00:56:28Z,8.8.8.8,0.000000
2020-06-29T00:56:58Z,37.235.1.174,0.000000
2020-06-29T00:57:28Z,37.235.1.174,0.000000
2020-06-29T00:57:58Z,209.244.0.3,0.000000
2020-06-29T00:58:28Z,209.244.0.3,0.000000
2020-06-29T00:58:58Z,208.67.220.220,0.000000
2020-06-29T00:59:28Z,64.6.64.6,0.000000
2020-06-29T00:59:58Z,209.244.0.3,0.000000
2020-06-29T01:00:28Z,37.235.1.177,0.000000
2020-06-29T01:00:58Z,1.1.1.1,0.000000
2020-06-29T01:01:28Z,64.6.65.6,0.000000
2020-06-29T01:01:58Z,37.235.1.177,0.000000
2020-06-29T01:02:28Z,8.8.4.4,0.000000
2020-06-29T01:02:58Z,208.67.222.222,0.000000
2020-06-29T01:03:28Z,209.244.0.3,0.000000
2020-06-29T01:03:58Z,37.235.1.174,0.000000
2020-06-29T01:04:28Z,208.67.222.222,0.000000
2020-06-29T01:04:58Z,198.153.192.1,0.000000
2020-06-29T01:05:28Z,208.67.220.220,0.000000
2020-06-29T01:05:58Z,208.67.220.220,0.000000
2020-06-29T01:06:28Z,208.67.222.222,0.000000
2020-06-29T01:06:58Z,209.244.0.3,0.000000
2020-06-29T01:07:28Z,198.153.192.1,0.000000
2020-06-29T01:07:58Z,1.1.1.1,0.000000
2020-06-29T01:08:28Z,198.153.192.1,0.000000
2020-06-29T01:08:58Z,208.67.222.222,0.000000
2020-06-29T01:09:28Z,209.244.0.4,0.000000
2020-06-29T01:09:58Z,37.235.1.177,0.000000
2020-06-29T01:10:28Z,8.8.4.4,0.000000
2020-06-29T01:10:58Z,208.67.222.222,0.000000
2020-06-29T01:11:28Z,198.153.192.1,0.000000
2020-06-29T01:11:58Z,64.6.65.6,0.000000
2020-06-29T01:12:28Z,208.67.222.222,0.000000
2020-06-29T01:12:58Z,8.8.4.4,0.000000
2020-06-29T01:13:28Z,208.67.220.220,0.000000
2020-06-29T01:13:58Z,64.6.64.6,0.000000
2020-06-29T01:14:28Z,1.0.0.1,0.000000
2020-06-29T01:14:58Z,1.1.1.1,0.000000
2020-06-29T01:15:28Z,1.0.0.1,0.000000
2020-06-29T01:15:58Z,198.153.194.1,0.000000
2020-06-29T01:16:28Z,208.67.220.220,0.000000
2020-06-29T01:16:58Z,8.8.4.4,0.000000
2020-06-29T01:17:28Z,37.235.1.177,0.000000
2020-06-29T01:17:58Z,8.8.4.4,0.000000
2020-06-29T01:18:28Z,37.235.1.174,0.000000
2020-06-29T01:18:58Z,64.6.65.6,0.000000
2020-06-29T01:19:28Z,208.67.220.220,0.000000
2020-06-29T01:19:58Z,1.1.1.1,0.000000
2020-06-29T01:20:28Z,1.1.1.1,0.000000
2020-06-29T01:20:58Z,208.67.222.222,0.000000
2020-06-29T01:21:28Z,208.67.222.222,0.000000
2020-06-29T01:21:58Z,37.235.1.174,0.000000
2020-06-29T01:22:28Z,37.235.1.177,0.000000
2020-06-29T01:22:58Z,1.0.0.1,0.000000
2020-06-29T01:23:28Z,8.8.8.8,0.000000
2020-06-29T01:23:58Z,209.244.0.4,0.000000
2020-06-29T01:24:28Z,208.67.222.222,0.000000
