date,server name,server id,latency,jitter,packet loss,download,upload,download bytes,upload bytes,share url,down Mb/s,up Mb/s
2020-06-29T02:00:17Z,"GTT.net - New York, NY",24374,9.844,0.699,0,31687903,4471641,387710136,22429512,"https://www.speedtest.net/result/c/cd28a478-0597-453d-b879-57d56c447ba8""
",253.503224,35.773128
2020-06-29T02:15:23Z,"Speedtest.net - New York, NY",10390,11.399,2.843,0,39364916,537913,349030370,9200238,"https://www.speedtest.net/result/c/adfadad9-16a7-4dc3-b8a4-9318ab51b5b1""
",314.919328,4.303304
2020-06-29T02:30:09Z,"Data Room - New York, NY",21313,9.791,0.64,0,40405396,4420477,189972920,20461128,"https://www.speedtest.net/result/c/9b372390-822a-4c60-8863-3d58f565c69d""
",323.243168,35.363816
2020-06-29T02:45:09Z,"Spectrum - New York, NY",16976,11.311,2.043,0,38306842,4319357,237303608,16981506,"https://www.speedtest.net/result/c/b2cb0f98-aa08-4a3c-8660-531b408f4b2b""
",306.454736,34.554856
2020-06-29T03:00:11Z,"Spectrum - New York, NY",16976,11.738,5.15,0,39169909,4524742,332881887,16356600,"https://www.speedtest.net/result/c/5c24ccc1-8eee-4b09-9024-9567d5180082""
",313.359272,36.197936
2020-06-29T03:15:11Z,"Data Room - New York, NY",21313,10.691,4.085,0,40210879,4484084,316825944,16218198,"https://www.speedtest.net/result/c/014311ef-e035-48ab-9504-e6c510e784cb""
",321.687032,35.872672
2020-06-29T03:30:15Z,"fdcservers.net - New York, NY",6030,10.186,0.693,N/A,39335935,4423122,315434830,32446182,"https://www.speedtest.net/result/c/9cd98da5-7280-43c2-93c8-0736bcf240d1""
",314.687480,35.384976
2020-06-29T03:45:13Z,"CCleaner - New York, NY",16686,12.101,5.606,0,38600351,4467169,397939400,16163676,"https://www.speedtest.net/result/c/41e96d02-d1d5-4a21-843e-9e94fd1e163b""
",308.802808,35.737352
2020-06-29T04:00:10Z,"Natural Wireless - New York, NY",16888,10.229,2.686,0,40719286,4440065,284251146,16522962,"https://www.speedtest.net/result/c/3536a01c-c4d5-4514-9f1b-cae44532c0c2""
",325.754288,35.520520
2020-06-29T04:15:13Z,"Data Room - New York, NY",21313,9.802,0.625,0,41422323,4273225,383893596,17180022,"https://www.speedtest.net/result/c/22b2b5b4-ea95-40e4-95fe-78c0abdf1776""
",331.378584,34.185800
2020-06-29T04:30:10Z,"Sprint - New York, NY",10546,10.956,5.97,0,38333070,4516170,297891432,16353804,"https://www.speedtest.net/result/c/edfe5a40-d25b-4824-97ee-0eaa6d4a191b""
",306.664560,36.129360
2020-06-29T04:45:09Z,"Starry, Inc. - New York, NY",21016,11.634,1.141,0,41402703,4503815,266688170,16296486,"https://www.speedtest.net/result/c/abc087fa-1f80-4627-a09a-6da70ee11511""
",331.221624,36.030520
2020-06-29T05:00:16Z,"Speedtest.net - New York, NY",10390,11.415,0.238,0,41899105,4426939,529900629,16005702,"https://www.speedtest.net/result/c/d16c10c3-c7a3-4275-97e4-e2fc9dbc2d3b""
",335.192840,35.415512
2020-06-29T05:15:11Z,"Starry, Inc. - New York, NY",21016,11.514,0.189,0,41791601,4531145,362477436,16377570,"https://www.speedtest.net/result/c/96c121b7-96c3-47c4-80e9-8f5e36030fdd""
",334.332808,36.249160
2020-06-29T05:30:12Z,"Natural Wireless - New York, NY",16888,9.797,0.464,0,41450618,4559637,360600218,16443276,"https://www.speedtest.net/result/c/77b51db1-5855-4d6d-ba91-16fe29e77cd3""
",331.604944,36.477096
2020-06-29T05:45:18Z,"GTT.net - New York, NY",24374,10.045,0.563,0,43106901,4479641,618682104,16591464,"https://www.speedtest.net/result/c/0608667e-8e40-4208-bd5c-7b52ff6eb6bd""
",344.855208,35.837128
2020-06-29T06:00:10Z,"GTT.net - New York, NY",24374,9.725,0.614,0,39832601,4533853,290043158,16362192,"https://www.speedtest.net/result/c/69e5b139-6f71-4246-9b45-55690ad458f8""
",318.660808,36.270824
2020-06-29T06:15:09Z,"Natural Wireless - New York, NY",16888,10.445,4.166,0,40824704,4557562,247173390,16444674,"https://www.speedtest.net/result/c/0a08e7ce-2b20-41e0-97ce-5078d5f94579""
",326.597632,36.460496
2020-06-29T06:30:11Z,"Natural Wireless - New York, NY",16888,9.781,1.933,0,41200505,4558204,341443326,16420908,"https://www.speedtest.net/result/c/1a90e2d3-d7fd-47b6-843b-29b9f616cf3a""
",329.604040,36.465632
2020-06-29T06:45:13Z,"Speedtest.net - New York, NY",10390,10.37,1.565,0,40796793,4553455,421717982,16469838,"https://www.speedtest.net/result/c/b5d04963-318f-49c4-916d-4e34bbceddd9""
",326.374344,36.427640
2020-06-29T07:00:13Z,"GTT.net - New York, NY",24374,11.202,0.316,0,41965223,4546090,423403970,16408326,"https://www.speedtest.net/result/c/e66593fc-c06b-42be-bc37-13cc824b5ede""
",335.721784,36.368720
2020-06-29T07:15:10Z,"GTT.net - New York, NY",24374,9.823,0.538,0,42298265,4551380,303180066,16426500,"https://www.speedtest.net/result/c/6e10a238-1aa2-4ecf-9a8f-e9f12d8eec95""
",338.386120,36.411040
2020-06-29T07:30:12Z,"Sprint - New York, NY",10546,9.979,8.88,0,38163923,4543440,319631730,16434888,"https://www.speedtest.net/result/c/c1114176-0792-4491-998b-2663448f9e79""
",305.311384,36.347520
2020-06-29T07:45:10Z,"Natural Wireless - New York, NY",16888,9.738,2.184,0,42173544,4547708,313707104,16401336,"https://www.speedtest.net/result/c/bc3a22e9-fd26-4630-ab09-53c27251737d""
",337.388352,36.381664
2020-06-29T08:00:10Z,"GTT.net - New York, NY",24374,11.991,5.83,0,41623654,4543353,312283842,16482420,"https://www.speedtest.net/result/c/a39ddbb3-3576-497c-92a1-dbc8cb8ddfeb""
",332.989232,36.346824
2020-06-29T08:15:09Z,"Spectrum - New York, NY",16976,11.337,0.635,0,39941828,4532443,265678716,16371978,"https://www.speedtest.net/result/c/f0aa8189-f688-4ecd-b502-7a77d78aa471""
",319.534624,36.259544
2020-06-29T08:30:11Z,"GTT.net - New York, NY",24374,10.225,0.709,0,41763614,4551630,350816916,16436286,"https://www.speedtest.net/result/c/c1b5bc1b-2845-404d-875c-492f9780a488""
",334.108912,36.413040
2020-06-29T08:45:11Z,"fdcservers.net - New York, NY",6030,11.861,1.045,N/A,40625753,4553166,327159748,16405530,"https://www.speedtest.net/result/c/c5549739-5b84-4374-91d4-1feaf7e8f980""
",325.006024,36.425328
2020-06-29T09:00:18Z,"GTT.net - New York, NY",24374,9.732,0.185,0,42020474,4561670,604927280,16468440,"https://www.speedtest.net/result/c/fc51ae32-5fb8-4836-8590-b3ae7828af98""
",336.163792,36.493360
2020-06-29T09:15:13Z,"GTT.net - New York, NY",24374,12.584,4.063,0,42340260,4527489,443525286,16295088,"https://www.speedtest.net/result/c/b432b1bf-950b-4ae6-bc00-04f0e37dee65""
",338.722080,36.219912
2020-06-29T09:30:09Z,"Data Room - New York, NY",21313,11.921,0.997,0,42304050,4598016,241500404,18222930,"https://www.speedtest.net/result/c/3135eaa3-b274-46d0-a071-7522e2e0295b""
",338.432400,36.784128
2020-06-29T09:45:13Z,"GTT.net - New York, NY",24374,9.938,2.949,0,43161227,4547272,422588838,16404132,"https://www.speedtest.net/result/c/2a850152-55c2-46a3-a507-b0d320441352""
",345.289816,36.378176
2020-06-29T10:00:10Z,"GTT.net - New York, NY",24374,9.916,5.088,0,42564966,4537410,299619458,16416714,"https://www.speedtest.net/result/c/8dd908eb-5b4a-45bf-8516-830617552a5b""
",340.519728,36.299280
2020-06-29T10:15:12Z,"Spectrum - New York, NY",16976,11.402,1.761,0,41590045,4545351,381085014,16383162,"https://www.speedtest.net/result/c/fec838d3-724a-44ec-89cc-7dd496a4e826""
",332.720360,36.362808
2020-06-29T10:30:15Z,"Data Room - New York, NY",21313,10.506,0.676,0,41619202,4514521,484994073,16321650,"https://www.speedtest.net/result/c/08af6abb-e6c5-4285-a3ab-3f7050168a1f""
",332.953616,36.116168
2020-06-29T10:45:13Z,"Speedtest.net - New York, NY",10390,11.641,0.237,0,40086821,4551712,380130278,16454460,"https://www.speedtest.net/result/c/91c370ce-2436-45a0-bd55-3375a934823b""
",320.694568,36.413696
2020-06-29T11:00:09Z,"GTT.net - New York, NY",24374,11.068,0.789,0,39623434,4555328,256226838,16444674,"https://www.speedtest.net/result/c/8035c732-9095-4d5d-bff7-b163bc10f1eb""
",316.987472,36.442624
2020-06-29T11:15:12Z,"GTT.net - New York, NY",24374,9.737,0.305,0,40970139,4550331,374290734,16406928,"https://www.speedtest.net/result/c/6c0a5b8f-ee5b-4d9d-bb02-9faa188f883b""
",327.761112,36.402648
2020-06-29T11:30:18Z,"Natural Wireless - New York, NY",16888,10.022,1.168,0,26931356,4557090,305944010,16418112,"https://www.speedtest.net/result/c/b4d01934-14ba-474d-8815-e0aa62b5d7ea""
",215.450848,36.456720
2020-06-29T11:45:15Z,"Speedtest.net - New York, NY",10390,11.084,2.524,0,39796588,4543019,449434730,16415316,"https://www.speedtest.net/result/c/85ebbe00-bb27-417f-a604-cb54a65a2187""
",318.372704,36.344152
2020-06-29T12:00:10Z,"GTT.net - New York, NY",24374,9.528,0.417,0,42095813,4533770,293501712,16376172,"https://www.speedtest.net/result/c/485c52e3-5202-44d3-a3fd-d535963227e9""
",336.766504,36.270160
2020-06-29T12:15:11Z,"Spectrum - New York, NY",16976,11.429,3.097,0,40057094,4521680,350634392,16302078,"https://www.speedtest.net/result/c/04a1537c-481c-4b3f-aeef-34272afe205c""
",320.456752,36.173440
2020-06-29T12:30:11Z,"CCleaner - New York, NY",16686,13.228,1.215,0,41098244,4537220,339339434,16364988,"https://www.speedtest.net/result/c/0ed46aa5-4260-48e3-be54-b01845d37a24""
",328.785952,36.297760
2020-06-29T12:45:13Z,"fdcservers.net - New York, NY",6030,11.592,0.314,N/A,40812385,4545881,412823808,16859880,"https://www.speedtest.net/result/c/7a50b95e-e044-4e95-9654-445d0b3e573d""
",326.499080,36.367048
2020-06-29T13:00:10Z,"Data Room - New York, NY",21313,9.63,3.518,0,40887966,4542898,281790666,16834716,"https://www.speedtest.net/result/c/7a23a250-c960-4b37-a00b-a0350a17a627""
",327.103728,36.343184
2020-06-29T13:15:13Z,"Data Room - New York, NY",21313,9.734,0.813,0,41921312,4521630,445478292,16359396,"https://www.speedtest.net/result/c/38a61d02-b61d-4e8e-9655-645be6e9dfb3""
",335.370496,36.173040
2020-06-29T13:30:30Z,"Sprint - New York, NY",10546,15.768,7.724,0,3728068,3951591,49986986,37806114,"https://www.speedtest.net/result/c/eb7e7131-24ba-4b87-9e5b-c7a7d0a2efb1""
",29.824544,31.612728
2020-06-29T13:45:13Z,"Spectrum - New York, NY",16976,11.345,3.409,0,39189322,4334905,213066384,35679756,"https://www.speedtest.net/result/c/d37a3719-4ce1-41be-9074-bd2bb00a8417""
",313.514576,34.679240
2020-06-29T14:00:13Z,"Sprint - New York, NY",10546,11.746,3.248,0,39757726,4545824,374096510,16725672,"https://www.speedtest.net/result/c/84c1ce00-b571-4c42-8e08-4f7200847a1f""
",318.061808,36.366592
2020-06-29T14:15:11Z,"GTT.net - New York, NY",24374,9.9,10.987,0,42031931,4295753,328806568,16450266,"https://www.speedtest.net/result/c/15c44190-6169-4221-a492-36a15b91256d""
",336.255448,34.366024
2020-06-29T14:30:17Z,"Pilot - New York, NY",13098,11.093,1.825,0.357143,38807424,4468484,507653042,16149696,"https://www.speedtest.net/result/c/19028c04-8ebe-4341-b2cc-f55d5164e100""
",310.459392,35.747872
2020-06-29T14:45:10Z,"Data Room - New York, NY",21313,10.221,0.955,0,40825873,4082786,180077778,26889132,"https://www.speedtest.net/result/c/a0b6a9bd-7164-4ad5-bde5-59b84174a0ef""
",326.606984,32.662288
2020-06-29T15:00:09Z,"fdcservers.net - New York, NY",6030,11.421,1.427,N/A,38457521,4490413,234824954,16683732,"https://www.speedtest.net/result/c/d1483e06-306e-4344-9852-5d246a6aa307""
",307.660168,35.923304
2020-06-29T15:15:10Z,"Data Room - New York, NY",21313,10.087,0.959,0,40634992,4448615,262786254,16918596,"https://www.speedtest.net/result/c/d337ecef-304e-432a-a9d4-a8f4f656a116""
",325.079936,35.588920
2020-06-29T15:30:11Z,"Natural Wireless - New York, NY",16888,10.583,1.189,0,39869076,4395042,281477612,20740728,"https://www.speedtest.net/result/c/990f7594-54e3-4b95-afe8-10e7732ef364""
",318.952608,35.160336
2020-06-29T15:45:12Z,"Natural Wireless - New York, NY",16888,10.236,1.664,0,40668386,4351083,354254696,17012262,"https://www.speedtest.net/result/c/2ae058db-5227-4eea-8fac-b04a75959e43""
",325.347088,34.808664
2020-06-29T16:00:12Z,"Data Room - New York, NY",21313,6.175,9.497,0,35487078,4470886,254531064,28667388,"https://www.speedtest.net/result/c/55a34cfa-1dc6-4381-8e7f-4d0d810e44f9""
",283.896624,35.767088
2020-06-29T16:15:13Z,"fdcservers.net - New York, NY",6030,11.972,5.126,N/A,33478245,4233146,186258434,34481670,"https://www.speedtest.net/result/c/81331114-294b-4983-8af6-ac6efcc8dc41""
",267.825960,33.865168
2020-06-29T16:30:14Z,"Sprint - New York, NY",10546,14.801,3.499,0,35412930,4398264,331098224,22980324,"https://www.speedtest.net/result/c/631436c0-69ca-4d8e-9734-0e69bf5c888a""
",283.303440,35.186112
2020-06-29T16:45:11Z,"Natural Wireless - New York, NY",16888,11.584,0.526,0,41798546,4465218,320065110,18777936,"https://www.speedtest.net/result/c/2ebb9a12-c7e3-45b7-a212-55d25ef93269""
",334.388368,35.721744
2020-06-29T17:00:14Z,"Pilot - New York, NY",13098,11.502,1.116,0,39136964,4488715,414178383,16149696,"https://www.speedtest.net/result/c/20f0c65c-fc12-42c5-a654-afedc6d783bf""
",313.095712,35.909720
2020-06-29T17:15:09Z,"Data Room - New York, NY",21313,10.255,6.17,0,39164408,4410945,239017458,15914832,"https://www.speedtest.net/result/c/0fbb11dd-e7c8-4eea-b82a-c84a61ca66a9""
",313.315264,35.287560
2020-06-29T17:30:10Z,"Starry, Inc. - New York, NY",21016,13.849,1.89,0,38374283,4437708,256851842,16061622,"https://www.speedtest.net/result/c/075c43de-f189-4386-bedb-cfd8dfd779ff""
",306.994264,35.501664
2020-06-29T17:45:10Z,"GTT.net - New York, NY",24374,10.092,2.467,0,39795258,4491782,222641286,17027640,"https://www.speedtest.net/result/c/11e012aa-7aad-4b15-b6ce-4b6da1d8af88""
",318.362064,35.934256
2020-06-29T18:00:15Z,"GTT.net - New York, NY",24374,11.322,2.862,0,38558564,4412126,358535372,26736750,"https://www.speedtest.net/result/c/757a46a4-8299-4e96-87c1-472a0a02296a""
",308.468512,35.297008
2020-06-29T18:15:17Z,"fdcservers.net - New York, NY",6030,11.392,46.621,N/A,21647618,4429687,237990026,23110338,"https://www.speedtest.net/result/c/d755f09b-ffcd-4def-89cd-a5591c868e5a""
",173.180944,35.437496
2020-06-29T18:30:10Z,"GTT.net - New York, NY",24374,11.502,0.478,0,40350518,4459566,238268130,16995486,"https://www.speedtest.net/result/c/2a24f081-4f97-4507-a8d4-46c373efe2bf""
",322.804144,35.676528
2020-06-29T18:45:11Z,"Speedtest.net - New York, NY",10390,12.386,3.649,0,36141446,4360134,149612660,33252828,"https://www.speedtest.net/result/c/7cd2bf84-7bff-4994-ad73-eb8cdd1f1cf6""
",289.131568,34.881072
2020-06-29T19:00:15Z,"Data Room - New York, NY",21313,11.13,4.855,0,36695069,4507067,434797572,16310466,"https://www.speedtest.net/result/c/9d25d60d-c714-4a4a-8602-8658c9bb1586""
",293.560552,36.056536
2020-06-29T19:15:18Z,"Sprint - New York, NY",10546,11.106,1.063,0,41314103,4538025,594447872,16281108,"https://www.speedtest.net/result/c/c21b3ce5-c09c-428c-8cfe-4f7efd375bf9""
",330.512824,36.304200
2020-06-29T19:30:10Z,"Natural Wireless - New York, NY",16888,11.833,1.714,0,39601199,4321748,270894752,16127328,"https://www.speedtest.net/result/c/f9b77d69-68ab-446f-932a-bb85e12b2a7c""
",316.809592,34.573984
2020-06-29T19:45:13Z,"Data Room - New York, NY",21313,10.319,4.955,0,41973900,4343989,411444080,15709326,"https://www.speedtest.net/result/c/97b26eaa-9e8e-4012-b499-b8d9011f4525""
",335.791200,34.751912
2020-06-29T20:00:11Z,"GTT.net - New York, NY",24374,11.724,0.286,0,39194258,4401907,316635914,15893940,"https://www.speedtest.net/result/c/44ea73dc-37eb-4f7a-a33c-3d650e5971b6""
",313.554064,35.215256
2020-06-29T20:15:11Z,"GTT.net - New York, NY",24374,8.466,14.557,0,32450538,4256355,166046150,29896230,"https://www.speedtest.net/result/c/11939033-cfbd-490a-ad24-adc3a56cbf5f""
",259.604304,34.050840
2020-06-29T20:30:08Z,"Speedtest.net - New York, NY",10390,14.694,1.845,0,37409709,4468237,167235848,16166472,"https://www.speedtest.net/result/c/3508c1a5-df4d-49d4-96e5-b203c10e2bba""
",299.277672,35.745896
2020-06-29T20:45:09Z,"Sprint - New York, NY",10546,11.34,1.593,0,36595391,4532152,216757104,17683302,"https://www.speedtest.net/result/c/f342fc4a-f0c7-4422-9389-4d967222667f""
",292.763128,36.257216
2020-06-29T21:00:14Z,"Data Room - New York, NY",21313,11.817,1.357,0,38110424,4513583,415314940,17168838,"https://www.speedtest.net/result/c/f3ef52b3-922f-471e-ad52-4545b7ab7c5b""
",304.883392,36.108664
2020-06-29T21:15:11Z,"Data Room - New York, NY",21313,9.643,2.712,0,39896564,4436769,340126508,16015488,"https://www.speedtest.net/result/c/09c268f0-1940-419f-aeaf-a7f853a03565""
",319.172512,35.494152
2020-06-29T21:30:13Z,"Pilot - New York, NY",13098,11.912,4.567,0,40849094,4498024,387205458,16258740,"https://www.speedtest.net/result/c/0be700cd-78e7-464c-a768-b3b2e271d334""
",326.792752,35.984192
2020-06-29T21:45:14Z,"Pilot - New York, NY",13098,12.058,3.519,0,38994710,4499940,418011884,16153890,"https://www.speedtest.net/result/c/f9564c1a-5dc4-4413-b73f-bbad80883ff2""
",311.957680,35.999520
2020-06-29T22:00:09Z,"GTT.net - New York, NY",24374,9.837,7.142,0,41136816,4516030,263242002,16292292,"https://www.speedtest.net/result/c/39b84925-505c-41b3-9e59-f42be5f8a133""
",329.094528,36.128240
2020-06-29T22:15:08Z,"fdcservers.net - New York, NY",6030,9.652,1.694,N/A,37583345,4380630,165664398,15860310,"https://www.speedtest.net/result/c/555dd45a-a605-49e3-b415-4b2dbb8c991e""
",300.666760,35.045040
2020-06-29T22:30:18Z,"fdcservers.net - New York, NY",6030,11.435,1.219,N/A,38206533,4170689,234936794,48135936,"https://www.speedtest.net/result/c/332eddd1-18e2-4160-96f5-38ceeafab5cb""
",305.652264,33.365512
2020-06-29T22:45:10Z,"CCleaner - New York, NY",16686,11.656,5.795,0,39563186,4394391,278436962,15871494,"https://www.speedtest.net/result/c/ab5cab47-2604-41ec-9814-bf874ae33276""
",316.505488,35.155128
2020-06-29T23:00:12Z,"Spectrum - New York, NY",16976,11.81,1.575,0,39117205,4314206,332642916,17353374,"https://www.speedtest.net/result/c/adea0391-474a-40c8-accc-8b325a7768e1""
",312.937640,34.513648
2020-06-29T23:15:11Z,"Speedtest.net - New York, NY",10390,10.969,0.521,0,40194130,4472407,311748506,16208412,"https://www.speedtest.net/result/c/7bfb9be3-5b87-4189-ad2b-35e8f0881908""
",321.553040,35.779256
2020-06-29T23:30:09Z,"Starry, Inc. - New York, NY",21016,11.236,1.013,0,39257288,4517064,258923678,16330038,"https://www.speedtest.net/result/c/cfd85cb2-f378-4f87-802f-849d4d969196""
",314.058304,36.136512
2020-06-29T23:45:21Z,"Data Room - New York, NY",21313,10.701,3.971,0,29892821,4399898,423943500,29139912,"https://www.speedtest.net/result/c/e1b1866d-ba7a-4991-9a09-b4cd727229ae""
",239.142568,35.199184
2020-06-30T00:00:10Z,"GTT.net - New York, NY",24374,11.588,1.148,0,40539112,4541536,286114778,16383162,"https://www.speedtest.net/result/c/f32c5f33-02f4-433c-82b1-6833e04f26fe""
",324.312896,36.332288
2020-06-30T00:15:11Z,"Sprint - New York, NY",10546,11.592,1.187,0,38667681,4514825,330586458,16353804,"https://www.speedtest.net/result/c/1930cf43-4670-4263-8c33-bbdc31ca89be""
",309.341448,36.118600
2020-06-30T00:30:08Z,"Starry, Inc. - New York, NY",21016,12.394,2.915,0,38517209,4426259,171860334,16906014,"https://www.speedtest.net/result/c/477d41f1-2e4e-4b79-85f7-36c0fcd412b6""
",308.137672,35.410072
2020-06-30T00:45:08Z,"Starry, Inc. - New York, NY",21016,10.266,2.221,0,37457830,4506981,189074006,16275516,"https://www.speedtest.net/result/c/8f79a14c-1aff-41ed-8097-6d0fe80a5c2b""
",299.662640,36.055848
2020-06-30T01:00:15Z,"Starry, Inc. - New York, NY",21016,10.532,2.907,0,39196662,4382152,382227180,27216264,"https://www.speedtest.net/result/c/35593158-fe1a-4bf1-a997-590dbdf45af4""
",313.573296,35.057216
2020-06-30T01:15:09Z,"fdcservers.net - New York, NY",6030,10.194,4.511,N/A,38062816,4494197,252503964,17105928,"https://www.speedtest.net/result/c/4d12ebf1-a6ec-4cd9-9317-26b8fcc0fd84""
",304.502528,35.953576
2020-06-30T01:30:09Z,"GTT.net - New York, NY",24374,13.467,11.6,0,38598876,4361933,217779140,17143674,"https://www.speedtest.net/result/c/8817ee74-6740-4bac-8fba-923167defec2""
",308.791008,34.895464
2020-06-30T01:45:10Z,"GTT.net - New York, NY",24374,9.721,4.116,0,39724964,4497435,298774968,16205616,"https://www.speedtest.net/result/c/69759abd-4aa0-4228-9aa2-44cd639dd608""
",317.799712,35.979480
2020-06-30T02:00:10Z,"Data Room - New York, NY",21313,9.624,5.259,0,39927475,4532658,265655048,18115284,"https://www.speedtest.net/result/c/1d9ec44f-7802-455d-8a57-a26d08b97d49""
",319.419800,36.261264
2020-06-30T02:15:10Z,"Speedtest.net - New York, NY",10390,11.061,0.461,0,38870003,4286684,304994768,15509412,"https://www.speedtest.net/result/c/43732854-a4dd-4416-8980-f8e32542f6a5""
",310.960024,34.293472
2020-06-30T02:30:12Z,"Starry, Inc. - New York, NY",21016,10.419,0.853,0,39844031,4516892,375859388,16324446,"https://www.speedtest.net/result/c/4458d6e9-86d9-48f6-bc16-dd528a4afefa""
",318.752248,36.135136
2020-06-30T02:45:11Z,"Sprint - New York, NY",10546,11.651,1.473,0,38779031,4532350,240482562,26258634,"https://www.speedtest.net/result/c/8a61b6f7-692a-40cf-8446-ea8a4b76d8e0""
",310.232248,36.258800
2020-06-30T03:00:13Z,"Data Room - New York, NY",21313,10.021,1.636,0,37304648,4541456,391625934,16395744,"https://www.speedtest.net/result/c/2e3a4ecf-5824-49ad-af74-d65d6bbe129c""
",298.437184,36.331648
2020-06-30T03:15:11Z,"fdcservers.net - New York, NY",6030,11.307,4.277,N/A,39072721,4561027,324591834,16415316,"https://www.speedtest.net/result/c/c4b398f3-0efd-4fc1-b11b-5bc68a930db6""
",312.581768,36.488216
2020-06-30T03:30:16Z,"Data Room - New York, NY",21313,9.974,0.076,0,36258505,4469702,450601962,19338534,"https://www.speedtest.net/result/c/d31cd6f9-0c2e-4fee-b94f-081c18cd8732""
",290.068040,35.757616
2020-06-30T03:45:09Z,"Data Room - New York, NY",21313,13.123,3.861,0,37248384,4538830,228857408,16392948,"https://www.speedtest.net/result/c/fe5ce774-d2bf-472f-8412-53030ca7e045""
",297.987072,36.310640
2020-06-30T04:00:11Z,"Speedtest.net - New York, NY",10390,11.255,2.076,0,40523508,4531250,327887018,17251320,"https://www.speedtest.net/result/c/a1bbabec-ab83-43a0-9b3c-0c30d44d795b""
",324.188064,36.250000
